url,address,neighborhood,rent,beds,baths,flexs,zip
https://www.renthop.com/listings/west-57th-street/1420/15842907,West 57th Street,"Hell's Kitchen, Midtown Manhattan, Manhattan","$5,995",2,2,0,
https://www.renthop.com/listings/east-12th-street/9/15842111,East 12th Street,"Alphabet City, East Village, Downtown Manhattan, Manhattan","$3,700",2,1,0,
https://www.renthop.com/listings/east-8th/b/15835692,East 8th ,"Alphabet City, East Village, Downtown Manhattan, Manhattan","$2,695",0,1,0,
https://www.renthop.com/listings/east-8th/b/15835692,East 8th ,"Alphabet City, East Village, Downtown Manhattan, Manhattan","$2,695",0,1,0,
https://www.renthop.com/listings/east-38th-street/16h/15863006,East 38th Street,"Murray Hill, Midtown Manhattan, Manhattan","$2,750",1,1,0,
https://www.renthop.com/listings/745-ninth-avenue-available-3-15-20/n5/10819609,"745 Ninth Avenue, Apt N5","Hell's Kitchen, Midtown Manhattan, Manhattan","$2,995",2,1,0,
https://www.renthop.com/listings/3rd-avenue-78th/3r/15126722,3rd Avenue 78th ,"Yorkville, Upper East Side, Upper Manhattan, Manhattan","$2,520",2,1,0,
https://www.renthop.com/listings/first-ave/1-b/11132859,First ave ,"East Village, Downtown Manhattan, Manhattan","$3,600",2,1,0,
https://www.renthop.com/listings/halletts-point/3169/15653394,Halletts Point,"Astoria, Northwestern Queens, Queens","$3,550",2,1,0,
https://www.renthop.com/listings/339-keap-st/3/15864395,"339 Keap St, Apt 3","East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn","$3,500",3,1,0,
https://www.renthop.com/listings/350-e-79/20c/15517550,350 E 79,"Upper East Side, Upper Manhattan, Manhattan","$8,295",2,2,3,
https://www.renthop.com/listings/133-east-17th-st/3l/15863215,"133 East 17th St, Apt 3L","Gramercy Park, Midtown Manhattan, Manhattan","$2,450",0,1,0,
https://www.renthop.com/listings/20-broad-st/2119/15721062,"20 Broad St, Apt 2119","Financial District, Downtown Manhattan, Manhattan","$4,695",1,1,2,
https://www.renthop.com/listings/wall-street/1103/15864366,Wall Street,"Financial District, Downtown Manhattan, Manhattan","$2,773",0,1,0,
https://www.renthop.com/listings/west-72nd-street/7j/15839500,West 72nd Street,"Upper West Side, Upper Manhattan, Manhattan","$2,350",0,1,0,
https://www.renthop.com/listings/east-78th-and-third-ave/24/15859867,East 78th and Third Ave,"Upper East Side, Upper Manhattan, Manhattan","$2,750",2,1,0,
https://www.renthop.com/listings/east-3rd-street/4/12141851,East 3rd Street,"Alphabet City, East Village, Downtown Manhattan, Manhattan","$3,150",2,1,0,
https://www.renthop.com/listings/12-east-22nd-street/9g/15704381,"12 East 22nd Street, Apt 9G","Flatiron District, Midtown Manhattan, Manhattan","$5,295",3,1,0,
https://www.renthop.com/listings/223-jamaica-ave/2/15856999,"223 Jamaica Ave, Apt 2","Highland Park, Cypress Hills, Eastern Brooklyn, Brooklyn","$3,000",3,2,0,
https://www.renthop.com/listings/west-132nd-street/6h/15397764,West 132nd Street,"Central Harlem, Upper Manhattan, Manhattan","$1,865",0,1,0,
https://www.renthop.com/listings/222-east-34th-street/1624/15349446,"222 East 34th Street, Apt 1624...","Rose Hill, Kips Bay, Midtown Manhattan, Manhattan","$3,700",1,1,0,
https://www.renthop.com/listings/east-89/lk/15833441,east 89,"Yorkville, Upper East Side, Upper Manhattan, Manhattan","$1,975",0,1,0,
https://www.renthop.com/listings/center-boulevard/10j/15674352,Center Boulevard,"Hunters Point, Long Island City, Northwestern Queens, Queens","$5,500",3,3,0,
